befnr,StartYear,industry_category,LegalForm,Location,FollowerBusiness,IndAffBusiness,EmployeeNum,CompanyEndYear,YearsWorkExperience,YearsSchooling,CapitalInvested,GenSpeBusiness,TradInnoBusiness,MarketScope,CompetitionIntensity,Seasonality,OrderClusters,IndustryExperience,FounderFather,beg1,beg2,beg3,beg4,beg5,beg6,beg7,beg8,beg9,beg10,beg11,beg12,beg13,beg14,beg15,beg16,beg17,beg18,beg19,beg20,end1,end2,end3,end4,end5,end6,end7,end8,end9,end10,end11,end12,end13,end14,end15,end16,end17,end18,end19,end20,typ1,typ2,typ3,typ4,typ5,typ6,typ7,typ8,typ9,typ10,typ11,typ12,typ13,typ14,typ15,typ16,typ17,WorkExperienceYears,SelfEmploymentYears,SelfEmploymentExp,EndYear_Clean,Censored,SurvivalTime
4822,1986,Manufacturing,Small tradesman,Munich,Newcomer,Independent,1,Business still registered,9,12,10000,Specialist,Innovative,National,high,,high,1.0,0.0,64,69,74,84,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,69,74,84,86,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,ab,ab,se,m,m,m,m,m,m,m,m,m,m,m,m,m,20.0,2.0,1.0,1990,1,4.0
4827,1985,Manufacturing,Registered firm,Upper Bavaria,Newcomer,Independent,4,87,2,18,150000,Specialist,Innovative,National,low,low,high,1.0,0.0,79,81,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,81,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,wz,le,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,4.0,0.0,0.0,87,0,
4828,1985,Manufacturing,Small tradesman,Upper Bavaria,Newcomer,Independent,0,Business still registered,29,18,kein Startkapital,Generalist,Innovative,Local,high,low,low,1.0,0.0,70,73,83,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,73,83,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,15.0,0.0,0.0,1990,1,5.0
4836,1985,Wholesale/Retail Trade,Registered firm,Upper Bavaria,Newcomer,Independent,2,Business still registered,3,14,2000,Specialist,Innovative,National,low,low,,1.0,0.0,68,72,74,78,82,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,72,74,78,82,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,le,wz,ab,ab,m,m,m,m,m,m,m,m,m,m,m,m,13.0,0.0,0.0,1990,1,5.0
4837,1985,Wholesale/Retail Trade,Registered firm,Munich,Follower,Independent,1,Business still registered,9,12,10000,Specialist,Traditional,Local,high,low,low,1.0,0.0,57,60,70,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,60,70,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,se,m,m,m,m,m,m,m,m,m,m,m,m,m,m,13.0,15.0,1.0,1990,1,5.0
4840,1985,Wholesale/Retail Trade,Registered firm,Upper Bavaria,Newcomer,Independent,7,Business still registered,6,11,kein Startkapital,Specialist,Traditional,National,high,,,1.0,0.0,56,58,61,66,70,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,58,61,66,70,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ab,ab,ab,m,m,m,m,m,m,m,m,m,m,m,m,29.0,0.0,0.0,1990,1,5.0
4845,1985,Other Services,Small tradesman,Munich,Follower,Independent,2,Business still registered,1,11,55000,Generalist,Traditional,Local,high,low,,1.0,0.0,74,77,83,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,77,83,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,11.0,0.0,0.0,1990,1,5.0
4848,1985,Wholesale/Retail Trade,Registered firm,Munich,Follower,Independent,2,Business still registered,1,9,kein Startkapital,Generalist,Traditional,Local,high,low,,1.0,0.0,69,73,75,78,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,73,75,78,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,wz,ab,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,14.0,0.0,0.0,1990,1,5.0
4849,1985,Wholesale/Retail Trade,Registered firm,Upper Bavaria,Newcomer,Independent,1,Business still registered,21,11,kein Startkapital,Specialist,Traditional,National,low,,low,1.0,0.0,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,,,,1990,1,5.0
4850,1985,Wholesale/Retail Trade,Small tradesman,Upper Bavaria,Follower,Independent,2,Business still registered,29,17,25000,Specialist,Innovative,Local,high,low,,0.0,0.0,70,73,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,73,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,15.0,0.0,0.0,1990,1,5.0
4859,1985,Wholesale/Retail Trade,Registered firm,Munich,Newcomer,Independent,2,Business still registered,8,11,kein Startkapital,Specialist,Traditional,National,high,low,low,1.0,0.0,71,74,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,74,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,14.0,0.0,0.0,1990,1,5.0
4862,1985,Wholesale/Retail Trade,Registered firm,Munich,Newcomer,Independent,1,Business still registered,18,10,30000,Specialist,Traditional,National,high,,,0.0,0.0,69,72,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,72,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,se,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,3.0,13.0,1.0,1990,1,5.0
4863,1985,Other Services,Registered firm,Upper Bavaria,Newcomer,Independent,1,90,28,17,50000,Generalist,Traditional,Local,high,low,high,1.0,0.0,50,53,60,65,73,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,53,60,65,73,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ab,se,se,m,m,m,m,m,m,m,m,m,m,m,m,15.0,20.0,1.0,90,0,
4884,1985,Transportation,Small tradesman,Munich,Follower,Independent,2,Business still registered,13,18,250000,Generalist,Traditional,Local,low,,,1.0,0.0,57,77,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,77,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,se,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,20.0,8.0,1.0,1990,1,5.0
4888,1985,Wholesale/Retail Trade,Registered firm,Upper Bavaria,Newcomer,Independent,0,Business still registered,36,13,40000,Specialist,Innovative,National,low,,,1.0,0.0,65,67,68,71,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,67,68,71,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,wz,ne,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,16.0,0.0,0.0,1990,1,5.0
4895,1985,Wholesale/Retail Trade,Registered firm,Munich,Newcomer,Independent,3,Business still registered,1,11,25000,Specialist,Innovative,National,low,,low,1.0,0.0,59,63,68,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,63,68,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ne,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,21.0,0.0,0.0,1990,1,5.0
4903,1985,Transportation,Registered firm,Upper Bavaria,Newcomer,Independent,1,Business still registered,4,15,4000,Generalist,Traditional,Local,high,,,1.0,0.0,56,59,67,69,77,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,59,67,69,77,80,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ab,se,ab,m,m,m,m,m,m,m,m,m,m,m,m,16.0,8.0,1.0,1990,1,5.0
4913,1985,Other Services,Registered firm,Munich,Newcomer,Independent,3,Business still registered,6,11,kein Startkapital,Specialist,Traditional,National,high,low,low,1.0,0.0,66,69,71,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,69,71,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,wz,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,17.0,0.0,0.0,1990,1,5.0
4916,1985,Other Services,Registered firm,Upper Bavaria,Newcomer,Independent,2,Business still registered,18,11,kein Startkapital,Specialist,Traditional,Local,high,,high,1.0,0.0,65,66,67,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,66,67,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,wz,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,19.0,0.0,0.0,1990,1,5.0
4927,1985,Wholesale/Retail Trade,Registered firm,Upper Bavaria,Follower,Independent,2,Business still registered,9,11,40000,Generalist,Traditional,National,high,high,high,0.0,0.0,64,67,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,67,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,21.0,0.0,0.0,1990,1,5.0
4937,1985,Wholesale/Retail Trade,Registered firm,Munich,Newcomer,Independent,2,Business still registered,20,12,5000,Specialist,,National,low,,high,1.0,0.0,62,65,67,70,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,65,67,70,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,wz,ab,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,21.0,0.0,0.0,1990,1,5.0
4938,1985,Other Services,Registered firm,Upper Bavaria,Newcomer,Independent,2,Business still registered,17,18,10000,Generalist,Traditional,Local,high,low,high,1.0,0.0,56,59,61,63,67,78,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,59,61,63,67,78,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,wz,ab,ab,ab,m,m,m,m,m,m,m,m,m,m,m,27.0,0.0,0.0,1990,1,5.0
4940,1985,Wholesale/Retail Trade,Registered firm,Munich,Newcomer,Independent,2,Business still registered,9,11,kein Startkapital,Specialist,Traditional,Local,high,,,1.0,0.0,62,65,68,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,65,68,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,23.0,0.0,0.0,1990,1,5.0
4947,1985,Wholesale/Retail Trade,Registered firm,Munich,Newcomer,Affiliated,1,Business still registered,3,12,kein Startkapital,Specialist,,National,low,low,low,1.0,0.0,57,61,65,69,73,78,84,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,61,65,69,73,78,84,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ne,ab,ab,ab,ab,ab,m,m,m,m,m,m,m,m,m,m,24.0,0.0,0.0,1990,1,5.0
4950,1985,Wholesale/Retail Trade,Registered firm,Upper Bavaria,Follower,Independent,19,Business still registered,22,12,kein Startkapital,Specialist,Traditional,National,high,low,low,1.0,0.0,56,57,63,64,65,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,57,63,64,65,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ne,se,se,ab,m,m,m,m,m,m,m,m,m,m,m,m,21.0,2.0,1.0,1990,1,5.0
4953,1985,Wholesale/Retail Trade,Registered firm,Munich,Newcomer,Independent,2,Business still registered,19,12,kein Startkapital,Specialist,Traditional,National,high,low,low,1.0,0.0,39,45,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,45,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,wz,se,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0.0,40.0,1.0,1990,1,5.0
4955,1985,Wholesale/Retail Trade,Registered firm,Munich,Follower,Independent,2,Business still registered,12,12,30000,Specialist,Innovative,National,low,low,,1.0,0.0,78,80,81,83,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,80,81,83,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ab,se,m,m,m,m,m,m,m,m,m,m,m,m,m,5.0,2.0,1.0,1990,1,5.0
4956,1985,Manufacturing,Registered firm,Upper Bavaria,Follower,Independent,35,Business still registered,11,12,50000,Generalist,Traditional,National,high,low,,1.0,0.0,37,39,46,50,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,39,46,50,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,wz,ab,se,m,m,m,m,m,m,m,m,m,m,m,m,m,6.0,35.0,1.0,1990,1,5.0
4958,1985,Wholesale/Retail Trade,Registered firm,Munich,Follower,Independent,5,Business still registered,3,12,kein Startkapital,Specialist,Innovative,National,low,high,low,1.0,0.0,50,66,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,66,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,se,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,16.0,19.0,1.0,1990,1,5.0
4962,1985,Wholesale/Retail Trade,Registered firm,Upper Bavaria,Newcomer,Independent,4,Business still registered,1,14,kein Startkapital,Generalist,Traditional,National,high,high,low,1.0,0.0,44,47,59,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,47,59,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,41.0,0.0,0.0,1990,1,5.0
4968,1985,Wholesale/Retail Trade,Registered firm,Munich,Follower,Independent,7,Business still registered,20,9,15000,Specialist,Innovative,Local,high,low,,1.0,0.0,45,48,53,54,56,59,65,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,48,53,54,56,59,65,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,le,ab,ab,se,se,m,m,m,m,m,m,m,m,m,m,14.0,26.0,1.0,1990,1,5.0
4970,1985,Wholesale/Retail Trade,Registered firm,Upper Bavaria,Follower,Independent,2,Business still registered,19,11,5000,Generalist,Traditional,Local,,,,,0.0,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,,,,1990,1,5.0
4977,1985,Wholesale/Retail Trade,Small tradesman,Munich,Newcomer,Independent,1,Business still registered,3,11,2500,Specialist,Traditional,Local,high,high,low,1.0,0.0,71,75,78,79,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,75,78,79,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ne,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,13.0,0.0,0.0,1990,1,5.0
4978,1986,Other Services,Small tradesman,Munich,Follower,Independent,1,Business still registered,8,18,kein Startkapital,Specialist,Innovative,Local,low,low,,0.0,0.0,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,,,,1990,1,4.0
4982,1985,Wholesale/Retail Trade,Registered firm,Munich,Newcomer,Affiliated,0,Business still registered,16,12,100,Specialist,Traditional,National,high,,low,1.0,0.0,66,68,69,71,74,79,83,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,68,69,71,74,79,83,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ab,ne,ab,ab,ab,m,m,m,m,m,m,m,m,m,m,16.0,0.0,0.0,1990,1,5.0
4984,1985,Wholesale/Retail Trade,Registered firm,Munich,Follower,Affiliated,3,Business still registered,45,11,kein Startkapital,Specialist,Traditional,National,low,high,low,0.0,0.0,54,56,60,74,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,56,60,74,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,se,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,17.0,14.0,1.0,1990,1,5.0
4986,1985,Manufacturing,Registered firm,Upper Bavaria,Follower,Independent,2,Business still registered,23,12,20000,Generalist,Traditional,National,low,low,,1.0,0.0,50,53,61,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,53,61,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,se,m,m,m,m,m,m,m,m,m,m,m,m,m,m,11.0,24.0,1.0,1990,1,5.0
4990,1985,Wholesale/Retail Trade,Registered firm,Upper Bavaria,Follower,Independent,8,Business still registered,7,11,10000,Specialist,Innovative,National,high,low,,0.0,0.0,81,82,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,82,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,ne,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,1.0,0.0,0.0,1990,1,5.0
5000,1985,Wholesale/Retail Trade,Registered firm,Upper Bavaria,Follower,Independent,4,Business still registered,15,12,9000,Specialist,Traditional,Local,high,high,low,1.0,0.0,64,67,69,71,73,75,78,80,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,67,69,71,73,75,78,80,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,wz,ab,ab,ab,ab,se,m,m,m,m,m,m,m,m,m,14.0,5.0,1.0,1990,1,5.0
5001,1985,Wholesale/Retail Trade,Small tradesman,Munich,Follower,Independent,2,Business still registered,21,17,8000,Generalist,Traditional,Local,high,high,,0.0,0.0,83,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,wz,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0.0,0.0,0.0,1990,1,5.0
5005,1985,Computer Services,Registered firm,Munich,Newcomer,Affiliated,20,Business still registered,22,11,30000,Specialist,Traditional,National,high,,low,1.0,0.0,80,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,5.0,0.0,0.0,1990,1,5.0
5010,1985,Wholesale/Retail Trade,Small tradesman,Munich,Newcomer,Independent,2,Business still registered,33,12,1200,Generalist,,Local,high,high,,1.0,0.0,65,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,20.0,0.0,0.0,1990,1,5.0
5018,1985,Other Services,Registered firm,Upper Bavaria,Newcomer,Independent,1,Business still registered,7,11,kein Startkapital,Specialist,Traditional,National,low,,,1.0,0.0,50,53,79,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,53,79,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,se,m,m,m,m,m,m,m,m,m,m,m,m,m,m,29.0,6.0,1.0,1990,1,5.0
5026,1985,Wholesale/Retail Trade,Registered firm,Upper Bavaria,Follower,Independent,1,Business still registered,4,13,20000,Specialist,Innovative,National,high,high,low,1.0,0.0,64,67,68,70,72,78,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,67,68,70,72,78,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,wz,ab,ab,ab,ab,m,m,m,m,m,m,m,m,m,m,m,20.0,0.0,0.0,1990,1,5.0
5035,1985,Wholesale/Retail Trade,Small tradesman,Upper Bavaria,Newcomer,Independent,0,Business still registered,12,11,60000,Specialist,Innovative,National,low,low,low,1.0,0.0,74,75,78,80,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,75,78,80,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,ab,ab,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,11.0,0.0,0.0,1990,1,5.0
5039,1985,Other Services,Registered firm,Upper Bavaria,Follower,Independent,4,Business still registered,6,10,25000,Specialist,Traditional,National,high,low,high,1.0,0.0,72,73,77,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,73,77,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,ab,se,m,m,m,m,m,m,m,m,m,m,m,m,m,m,5.0,8.0,1.0,1990,1,5.0
5048,1985,Wholesale/Retail Trade,Registered firm,Upper Bavaria,Newcomer,Independent,2,Business still registered,17,12,kein Startkapital,Specialist,Innovative,National,high,,,1.0,0.0,65,68,69,70,73,75,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,68,69,70,73,75,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ne,le,ab,ab,m,m,m,m,m,m,m,m,m,m,m,19.0,0.0,0.0,1990,1,5.0
